row_id,ministry_or_category,scheme_name,scheme_url,status,pages_crawled,documents_found,elapsed_seconds,overview,scheme_type,target_beneficiaries,geographic_scope,eligibility,benefits,financial_support,fund_size_crores,grant_amount_per_entity,application_process,application_portal_url,deadlines,implementing_agency,contact_details,confidence,last_updated_date,evidence_json_path,report_markdown_path,pitch_md_path,howto_md_path,summary_md_path,error
row-417,Tax & Compliance,Presumptive Taxation Scheme (Section 44AD) for MSMEs,https://www.incometaxindia.gov.in,completed,30,0,231.2,"The Presumptive Taxation Scheme under Section 44AD of the Income-tax Act, 1961 is designed for small businesses, including MSMEs, to simplify tax compliance by allowing them to declare income at a prescribed rate (8% of turnover or 6% for digital transactions) without maintaining detailed books of accounts. It applies to eligible taxpayers whose total turnover or gross receipts do not exceed INR 2 crores in a financial year. The scheme reduces the burden of audit and record-keeping while promoting ease of taxation for small enterprises.",tax_benefit,MSME; small businesses; self-employed individuals; partnership firms,Pan-India,"The scheme is available to resident individuals, Hindu Undivided Families (HUFs), and partnership firms (excluding Limited Liability Partnerships) who are engaged in eligible business. The total turnover or gross receipts from the business must not exceed INR 2 crores in the financial year. Professionals (as defined under Section 44AA) are not eligible. The business must not be involved in agency, brokerage, or commission-based activities.",Taxpayers opting for Section 44AD are exempt from maintaining books of account as required under Section 44AA and are not required to get their accounts audited under Section 44AB. Income is computed presumptively at 8% of turnover (or 6% for turnover received through digital modes). This reduces compliance costs and simplifies return filing. The scheme also allows advance tax to be paid in a single installment by March 15 instead of quarterly installments.,"Under Section 44AD, the income is deemed to be 8% of the total turnover or gross receipts for the financial year (6% if received through account payee cheque, bank draft, or electronic clearing system). No actual expenses are allowed for deduction. The taxpayer must declare this presumed income in their income tax return and pay tax accordingly. There is no direct financial outlay or subsidy; the benefit is in reduced tax liability due to simplified computation and exemption from audit.",,,1. Compute presumptive income at 8% of turnover (6% for digital receipts) under Section 44AD. 2. Ensure total turnover does not exceed INR 2 crores. 3. File Income Tax Return (ITR-4 Sugam) declaring the presumed income. 4. No need to maintain books of accounts or undergo tax audit. 5. Pay advance tax in full by March 15 if applicable. 6. Submit the return before the due date (usually July 31 for non-audit cases).,https://www.incometaxindia.gov.in,"Income Tax Return (ITR-4) must be filed by July 31 of the assessment year for non-audit cases. Advance tax, if applicable, must be paid in full by March 15.","Central Board of Direct Taxes (CBDT), Department of Revenue, Ministry of Finance, Government of India",Email: admin@cbdtdomain.gov.in (generic CBDT contact as per evidence) | Helpline: 1800-180-1961 (standard Income Tax Department helpline),medium,2026,runs\run_20260706_0046\artifacts\row-417-presumptive-taxation-scheme-section-44ad-for-msmes\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-417-presumptive-taxation-scheme-section-44ad-for-msmes\report.md,runs\run_20260706_0046\artifacts\row-417-presumptive-taxation-scheme-section-44ad-for-msmes\pitch.md,runs\run_20260706_0046\artifacts\row-417-presumptive-taxation-scheme-section-44ad-for-msmes\how_to_apply.md,runs\run_20260706_0046\artifacts\row-417-presumptive-taxation-scheme-section-44ad-for-msmes\summary.md,
row-423,Agriculture & AgriTech,Integrated Scheme for Agricultural Marketing (ISAM),https://agricoop.nic.in,completed,1,0,18.8,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-423-integrated-scheme-for-agricultural-marketing-isam\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-423-integrated-scheme-for-agricultural-marketing-isam\report.md,runs\run_20260706_0046\artifacts\row-423-integrated-scheme-for-agricultural-marketing-isam\pitch.md,runs\run_20260706_0046\artifacts\row-423-integrated-scheme-for-agricultural-marketing-isam\how_to_apply.md,runs\run_20260706_0046\artifacts\row-423-integrated-scheme-for-agricultural-marketing-isam\summary.md,
row-424,Agriculture & AgriTech,Agristack – Federated Farmers Database,https://agristack.gov.in,completed,2,1,35.9,"Agri Stack is a digital infrastructure initiative by the Ministry of Agriculture & Farmers Welfare, Government of India, designed to create a federated database of farmers and farmland to improve access to credit, inputs, advice, and markets. It aims to enhance the delivery of government schemes by enabling presence-less farmer identification and authentication through a unique FarmerID linked to Aadhaar. The platform supports agri-tech innovation by providing secure, consent-based access to high-quality agricultural data via components like the Farmer Registry, Crop Sown Registry, Unified Farmer Service Interface (UFSI), Consent Manager, and Agri Stack Sandbox.",other,farmers; agri-tech startups; private companies; public entities; state governments; central government,Pan-India,"Eligibility is not explicitly defined for direct beneficiary access in the evidence; the Farmer Registry is compiled by States according to common standards, and each farmer is assigned a unique FarmerID based on Aadhaar as per IndEA 2.0, with minimal demographic details to enable identification and eligibility determination for availing government scheme benefits.","Farmers gain easier access to cheaper credit, higher-quality farm inputs, localized and specific advice, and more informed and convenient access to markets. Governments can plan and implement farmer-focused benefit schemes more effectively. Agri-Tech startups and private companies benefit from secure, consent-based access to high-quality agricultural data via the Agri Stack Sandbox and UFSI to develop innovative products and services. The platform enables data-blind sharing of personal data only with explicit farmer consent through the Consent Manager, ensuring privacy and security.","No direct financial support is provided to farmers or entities under Agri Stack; it is a digital infrastructure enabling access to services like credit, inputs, and advisory, which may be facilitated by banks, financial institutions, or service providers using the platform.",,,"No specific application process for farmers or startups to access Agri Stack is detailed in the evidence; access is enabled through state-level Farmer Registry compilation and consent-based data sharing via the Consent Manager, with the Agri Stack Sandbox providing a simulated environment for authorized stakeholders to test products and services.",,Rolling basis — no fixed deadline. Implementation is ongoing as states form steering committees and provide APIs.,Ministry of Agriculture & Farmers Welfare,,medium,2024,runs\run_20260706_0046\artifacts\row-424-agristack-federated-farmers-database\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-424-agristack-federated-farmers-database\report.md,runs\run_20260706_0046\artifacts\row-424-agristack-federated-farmers-database\pitch.md,runs\run_20260706_0046\artifacts\row-424-agristack-federated-farmers-database\how_to_apply.md,runs\run_20260706_0046\artifacts\row-424-agristack-federated-farmers-database\summary.md,
row-426,Agriculture & AgriTech,NABARD Watershed Development Fund,https://www.nabard.org/wdf,completed,1,0,23.2,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-426-nabard-watershed-development-fund\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-426-nabard-watershed-development-fund\report.md,runs\run_20260706_0046\artifacts\row-426-nabard-watershed-development-fund\pitch.md,runs\run_20260706_0046\artifacts\row-426-nabard-watershed-development-fund\how_to_apply.md,runs\run_20260706_0046\artifacts\row-426-nabard-watershed-development-fund\summary.md,
row-421,Agriculture & AgriTech,Soil Health Card Scheme,https://soilhealth.dac.gov.in,completed,17,3,121.0,"The Soil Health Card Scheme is a government initiative under the Department of Agriculture and Farmers Welfare, Ministry of Agriculture and Farmers Welfare, aimed at providing farmers with soil health cards to assess nutrient status and optimize fertilizer use. It empowers farmers with data-driven insights to improve yields, conserve resources, and promote sustainable agricultural practices. The scheme involves regular soil testing every three years and provides crop-specific fertilizer recommendations. It is implemented across India through state agricultural departments.",subsidy,farmers,Pan-India,"All farmers across India are eligible to receive a Soil Health Card under the scheme. The soil health card is provided for each farm holding, and farmers can get their soil tested at designated soil testing laboratories to receive the card.","Farmers receive a proper soil health record, become aware of soil management practices, and can plan future crops and land use accordingly. The card provides information on lacking nutrients, guiding farmers on which crops to invest in and which fertilizers to use, ultimately leading to increased crop yield. Regular updates are provided every three years to track changes in soil health over time.","The scheme provides financial support for soil testing, issuance of Soil Health Cards, and related activities such as capacity building of soil testing laboratories and training of agriculture students. Financial assistance is extended to states for setting up and strengthening soil testing laboratories, including village-level soil testing labs, and for conducting demonstrations under the scheme. The financial outlay is integrated under broader schemes like Rashtriya Krishi Vikas Yojana (RKVY) and Pradhan Mantri Rashtriya Krishi Vikas Yojana (PM-RKVY).",,,"1. Visit the nearest soil testing laboratory or authorized collection center. 2. Collect soil sample from the farm as per guidelines (depth, location, etc.). 3. Submit the soil sample along with farmer details (name, address, land details). 4. Pay applicable fee (if any) for testing. 5. Laboratory analyzes the sample for nutrient status (N, P, K, organic carbon, pH, etc.). 6. Soil Health Card is generated based on test results. 7. Card is issued to the farmer with crop-specific fertilizer recommendations.",https://soilhealth.dac.gov.in,Rolling basis — soil samples can be submitted throughout the year; cards are issued after testing.,"Department of Agriculture and Farmers Welfare, Ministry of Agriculture and Farmers Welfare, Government of India",Email: soilhealthcard.support@krishitantra.com | Phone: +919342769256,high,2024,runs\run_20260706_0046\artifacts\row-421-soil-health-card-scheme\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-421-soil-health-card-scheme\report.md,runs\run_20260706_0046\artifacts\row-421-soil-health-card-scheme\pitch.md,runs\run_20260706_0046\artifacts\row-421-soil-health-card-scheme\how_to_apply.md,runs\run_20260706_0046\artifacts\row-421-soil-health-card-scheme\summary.md,
row-429,Agriculture & AgriTech,National Project on Organic Farming (NPOF),https://ncof.dacnet.nic.in,completed,1,0,22.4,"The National Project on Organic Farming (NPOF) is a central sector scheme implemented by the Department of Agriculture & Farmers Welfare under the Ministry of Agriculture and Farmers Welfare, Government of India. It aims to promote organic farming through financial assistance, capacity building, market development, and quality control mechanisms. The scheme supports the adoption of organic practices across the country by providing subsidies for inputs, certification, and infrastructure development.",subsidy,farmers; self-help groups; farmer producer organizations; state governments; agri-entrepreneurs,Pan-India,"Eligible beneficiaries include individual farmers, groups of farmers, self-help groups (SHGs), farmer producer organizations (FPOs), state governments, and other entities engaged in organic farming or related activities, subject to guidelines issued by the Department of Agriculture & Farmers Welfare.","Financial assistance for setting up organic input production units, organic certification, residue testing, market development, training and capacity building, and support for organic farming clusters. The scheme also provides support for vermicompost units, bio-fertilizer and bio-pesticide production, and post-harvest management infrastructure.","Financial support is provided as back-ended subsidies, typically ranging from 25% to 33% of the project cost, with upper limits varying by component. For example, assistance for setting up bio-fertilizer units is up to INR 40 lakhs, for vermicompost units up to INR 5 lakhs per unit, and for organic certification and residue testing up to INR 5 lakhs. The subsidy is released in installments based on verification of progress and utilization of funds.",,,"1. Identify the relevant component under NPOF for which assistance is sought. 2. Prepare a detailed project report (DPR) as per the guidelines. 3. Submit the application along with required documents to the State Nodal Officer or the designated agency. 4. The application is scrutinized by the State Level Sanctioning Committee (SLSC). 5. Upon approval, the sanction is issued and funds are released in installments. 6. Beneficiaries must utilize the funds for the approved purpose and submit utilization certificates and progress reports.",,Rolling basis — applications are accepted throughout the year subject to availability of funds and approval by the State Level Sanctioning Committee.,"Department of Agriculture & Farmers Welfare, Ministry of Agriculture and Farmers Welfare, Government of India",,medium,,runs\run_20260706_0046\artifacts\row-429-national-project-on-organic-farming-npof\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-429-national-project-on-organic-farming-npof\report.md,runs\run_20260706_0046\artifacts\row-429-national-project-on-organic-farming-npof\pitch.md,runs\run_20260706_0046\artifacts\row-429-national-project-on-organic-farming-npof\how_to_apply.md,runs\run_20260706_0046\artifacts\row-429-national-project-on-organic-farming-npof\summary.md,
row-419,Agriculture & AgriTech,National Mission on Edible Oils – Oil Palm (NMEO-OP),https://nmeo.dac.gov.in,completed,22,20,230.4,"National Mission on Edible Oils – Oil Palm (NMEO-OP) is a Centrally Sponsored Scheme launched by the Government of India to promote oil palm cultivation for achieving self-reliance in edible oils, with special focus on North-Eastern States and A&N Islands. The mission aims to bring an additional 6.5 lakh hectares under oil palm plantation by 2025-26, targeting 3.28 lakh ha in North-Eastern states and 3.22 lakh ha in the rest of India. It provides financial assistance for planting material, maintenance, drip irrigation, pump sets, bore-wells, vermi-compost units, machinery, and viability gap payments linked to assured procurement by industry.",subsidy,farmers; SC/ST/Small & Marginal Farmers; Women; NE states beneficiaries,Pan-India (20 states covering 284 districts including NE states and A&N Islands),"Farmers in general states, North-Eastern states, and UTs including Andaman & Nicobar Islands are eligible. The scheme covers 20 states identified by ICAR-IIOPR Report 2020 as having potential for oil palm cultivation. Special focus is given to districts with more than 4000 to 5000 ha potential for oil palm area expansion and productivity enhancement. States must submit Annual Action Plans (AAPs) approved by State Level Sanctioning Committee (SLSC) headed by the Chief Secretary for fund allocation.","Financial assistance includes: 85% cost of planting material at Rs. 12,000/ha for entire land in first year; Rs. 10,000/ha/year for maintenance cost of new plantations and purchasing inputs for intercropping for four years during gestation period; installation of drip-irrigation systems as per PMSKY; 50% cost of diesel/electric pump-sets limited to Rs. 27,000/pump-set for SC/ST/Small & Marginal Farmers, Women and NE states beneficiaries and Rs. 22,500/pump-set for other beneficiaries; 50% cost limited to Rs. 50,000/unit for bore-well and water harvesting structures/ponds (Rs. 1.50 lakh per unit in plain area and Rs. 1.80 lakh per unit in hilly areas); 50% cost limited to Rs. 15,000/unit for construction of vermi-compost units; 50% cost limited to Rs. 1500/- per oil palm cutter, Rs. 15,000/- per wire-mesh, Rs. 10,000/- per motorized chisel, Rs. 3000/- per unit for aluminium portable ladder, Rs. 20,000/- per unit for SC/ST/Small Farmers/Women/NE states and Rs. 16,000/- per unit for other beneficiaries as per SMAM norms; 40% of cost limited to Rs. 1.80 lakh for other beneficiaries and Rs. 2.25 lakh for SC/ST/Small Farmers/Women/NE states for small tractor of 20HP with trolley; in NE states, 50% of cost limited to Rs. 250.00 lakhs for setting up a new oil palm processing mill (5 MT per hour capacity); 50% of actual cost estimated by PWD/CPWD limited to 20% of total outlay of state under AAP for NFSM-Oil Palm for roads from oil palm field to nearest FFB collection/processing centre; Viability Gap Payment with central government compensating farmers if industry price is below viability price up to October 2037.","Under NMEO-OP, the cost is shared as 60:40 between Central and State Government for General states and 90:10 for NE states and UT, with 100% for central agencies. Financial assistance is provided to farmers @ 85% cost of planting material (Rs. 12,000/ha) for entire land during first year for plantation and Rs. 10,000/ha/year for maintenance cost of new plantations and purchasing inputs for intercropping for four years during gestation period. Additional support includes 50% cost of drip-irrigation systems, pump-sets (Rs. 27,000 for SC/ST/Small & Marginal Farmers, Women and NE states; Rs. 22,500 for others), bore-wells/water harvesting (Rs. 50,000 unit in plain, Rs. 1.50 lakh in hilly), vermi-compost units (Rs. 15,000 unit), and machinery/tools as per SMAM norms. Viability Gap Payment is provided with central government compensating farmers if industry price is below viability price up to October 2037.",11040,"85% cost of planting material @ Rs. 12,000/ha for first year plantation; Rs. 10,000/ha/year for maintenance and intercropping inputs for four years; 50% cost of pump-sets limited to Rs. 27,000 (SC/ST/Small & Marginal Farmers, Women, NE states) and Rs. 22,500 (others); 50% cost of bore-well/water harvesting limited to Rs. 50,000 (plain) and Rs. 1.50 lakh (hilly); 50% cost of vermi-compost units limited to Rs. 15,000/unit; machinery/tools as per SMAM norms; Viability Gap Payment up to October 2037","1. State Departments of Agriculture/Horticulture act as nodal agencies for area expansion under NMEO-OP in partnership with processors. 2. Processors submit oil palm area expansion target and component-wise Annual Action Plan (AAP) to the State for inclusion in the state AAP, approved by State Level Sanctioning Committee (SLSC). 3. The Department of Agriculture/Horticulture of State Governments undertakes the area expansion programme under NMEO-OP with close partnership with processors. 4. Funds are released to State Departments of Agriculture/Horticulture through respective State Governments using DBT for transfer to State/Agencies/Farmers/Processors/SAUs. 5. Private sector and NGOs can be involved through State Department of Agriculture, Horticulture & ICAR. 6. Government of India releases funds to agencies for 100% funded components/activities at Central level. 7. Release of Central and State share is through an escrow account mechanism; Secretary, Department of Agriculture & Farmers Welfare authorized to release up to two instalments of 25% each to States without insisting on release of State’s share. 8. A Tripartite Agreement between Centre, State and the Bank is signed for this purpose (Annexure-XIV).",,,"Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers Welfare, Government of India",,high,2022,runs\run_20260706_0046\artifacts\row-419-national-mission-on-edible-oils-oil-palm-nmeo-op\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-419-national-mission-on-edible-oils-oil-palm-nmeo-op\report.md,runs\run_20260706_0046\artifacts\row-419-national-mission-on-edible-oils-oil-palm-nmeo-op\pitch.md,runs\run_20260706_0046\artifacts\row-419-national-mission-on-edible-oils-oil-palm-nmeo-op\how_to_apply.md,runs\run_20260706_0046\artifacts\row-419-national-mission-on-edible-oils-oil-palm-nmeo-op\summary.md,
row-431,Animal Husbandry,Poultry Venture Capital Fund,https://dahd.nic.in,completed,1,0,30.1,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-431-poultry-venture-capital-fund\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-431-poultry-venture-capital-fund\report.md,runs\run_20260706_0046\artifacts\row-431-poultry-venture-capital-fund\pitch.md,runs\run_20260706_0046\artifacts\row-431-poultry-venture-capital-fund\how_to_apply.md,runs\run_20260706_0046\artifacts\row-431-poultry-venture-capital-fund\summary.md,
row-430,Animal Husbandry,Dairy Entrepreneurship Development Scheme (DEDS),https://dahd.nic.in/deds,completed,1,0,35.3,"The Dairy Entrepreneurship Development Scheme (DEDS) is a centrally sponsored scheme implemented by the Department of Animal Husbandry and Dairying (DAHD), Ministry of Fisheries, Animal Husbandry and Dairying, Government of India. It aims to generate self-employment opportunities in the dairy sector by providing financial assistance for setting up small dairy farms and related activities. The scheme promotes the establishment of modern dairy farms, calf rearing units, vermicomposting, and other allied activities to enhance milk production and processing.",subsidy,individual entrepreneurs; self-help groups; dairy cooperative societies; milk unions; milk federations; NGOs; Panchayati Raj Institutions,Pan-India,"Individual entrepreneurs, self-help groups, dairy cooperative societies, milk unions, milk federations, NGOs, and Panchayati Raj Institutions are eligible to avail benefits under the scheme. The beneficiary must have a minimum of 2 milch animals (cows/buffaloes) for individual beneficiaries and 10 milch animals for SHGs/cooperatives. The unit must be located in a rural or peri-urban area and must not have availed similar benefits under any other central or state government scheme for the same component.","Financial assistance in the form of back-ended subsidy is provided for various components such as establishment of small dairy farms with crossbred cows/indigenous descriptively graded buffaloes, rearing of heifer calves, vermicomposting, milk processing units, cold chain facilities, and transportation. The subsidy is linked with bank loans and is disbursed after successful verification of the unit. Non-financial benefits include technical guidance, training, and monitoring support from implementing agencies.","The scheme provides a back-ended subsidy ranging from 25% to 33.33% of the project cost, depending on the beneficiary category and component. For general category beneficiaries, the subsidy is 25% of the project cost, while for SC/ST and other special categories, it is 33.33%. The subsidy is released in installments after verification of the unit by the bank and NABARD. The maximum project cost eligible for subsidy varies by component, e.g., up to INR 5.00 lakhs for a small dairy farm with 10 animals and up to INR 20.00 lakhs for milk processing units.",,,"1. Identify the eligible component under DEDS (e.g., small dairy farm, calf rearing, vermicomposting, etc.). 2. Prepare a detailed project report including cost estimates, location details, and beneficiary information. 3. Approach a commercial bank, regional rural bank, or cooperative bank for loan sanction under the scheme. 4. Submit the project report and loan application to the bank along with required documents. 5. The bank forwards the proposal to NABARD for sanction and subsidy reservation. 6. After loan disbursement, set up the unit as per the approved plan. 7. Notify the bank upon completion for inspection and verification. 8. Upon successful verification, the subsidy amount is released by NABARD to the beneficiary's loan account.",,Rolling basis — applications are accepted throughout the year subject to availability of funds.,"Department of Animal Husbandry and Dairying, Ministry of Fisheries, Animal Husbandry and Dairying, Government of India",,medium,,runs\run_20260706_0046\artifacts\row-430-dairy-entrepreneurship-development-scheme-deds\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-430-dairy-entrepreneurship-development-scheme-deds\report.md,runs\run_20260706_0046\artifacts\row-430-dairy-entrepreneurship-development-scheme-deds\pitch.md,runs\run_20260706_0046\artifacts\row-430-dairy-entrepreneurship-development-scheme-deds\how_to_apply.md,runs\run_20260706_0046\artifacts\row-430-dairy-entrepreneurship-development-scheme-deds\summary.md,
row-432,Animal Husbandry,National Programme for Bovine Breeding & Dairy Dev (NPBBD),https://dahd.nic.in,completed,1,0,23.6,"The National Programme for Bovine Breeding & Dairy Development (NPBBD) is a centrally sponsored scheme aimed at enhancing milk production and productivity of bovines through genetic improvement, conservation of indigenous breeds, and development of dairy infrastructure. It focuses on strengthening semen stations, promoting artificial insemination, and supporting breed improvement programmes across the country. The scheme also supports the establishment of dairy cooperatives and milk processing units to ensure better returns for farmers.",subsidy,farmers; livestock rearers; dairy cooperatives; MSME,Pan-India,"Eligible beneficiaries include individual farmers, livestock rearers, dairy cooperative societies, self-help groups, NGOs, and state livestock development boards involved in bovine breeding and dairy development activities, subject to verification by the State Implementing Agency.","Financial assistance for setting up semen stations, strengthening existing semen stations, procurement of breeding bulls, implementation of progeny testing and pedigree selection programmes, establishment of embryo transfer technology (ETT) labs, training of technicians and farmers, and support for dairy cooperative infrastructure and milk processing units.","The scheme provides financial assistance in the form of grants-in-aid and subsidies to eligible implementing agencies for various components such as semen station strengthening, breeding bull procurement, and dairy infrastructure development, with funding patterns varying by component and beneficiary type as per norms approved by the Government of India.",,,"1. Identify the relevant component under NPBBD for which assistance is sought. 2. Prepare a detailed project proposal as per the guidelines issued by the Department of Animal Husbandry and Dairying. 3. Submit the proposal to the State Implementing Agency (SIA) or State Livestock Development Board. 4. The SIA forwards the proposal to the Department of Animal Husbandry and Dairying, Government of India for appraisal and approval. 5. Upon approval, funds are released in installments based on utilization and submission of progress reports.",,Rolling basis — proposals can be submitted throughout the year subject to availability of funds and approval timelines.,"Department of Animal Husbandry and Dairying, Ministry of Fisheries, Animal Husbandry and Dairying",,medium,,runs\run_20260706_0046\artifacts\row-432-national-programme-for-bovine-breeding-dairy-dev-npbbd\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-432-national-programme-for-bovine-breeding-dairy-dev-npbbd\report.md,runs\run_20260706_0046\artifacts\row-432-national-programme-for-bovine-breeding-dairy-dev-npbbd\pitch.md,runs\run_20260706_0046\artifacts\row-432-national-programme-for-bovine-breeding-dairy-dev-npbbd\how_to_apply.md,runs\run_20260706_0046\artifacts\row-432-national-programme-for-bovine-breeding-dairy-dev-npbbd\summary.md,
row-433,Animal Husbandry,Integrated Development of Small Ruminants & Rabbits,https://dahd.nic.in,completed,1,0,21.3,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-433-integrated-development-of-small-ruminants-rabbits\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-433-integrated-development-of-small-ruminants-rabbits\report.md,runs\run_20260706_0046\artifacts\row-433-integrated-development-of-small-ruminants-rabbits\pitch.md,runs\run_20260706_0046\artifacts\row-433-integrated-development-of-small-ruminants-rabbits\how_to_apply.md,runs\run_20260706_0046\artifacts\row-433-integrated-development-of-small-ruminants-rabbits\summary.md,
row-434,Animal Husbandry,National Livestock Health & Disease Control Programme,https://dahd.nic.in,completed,1,0,21.2,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-434-national-livestock-health-disease-control-programme\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-434-national-livestock-health-disease-control-programme\report.md,runs\run_20260706_0046\artifacts\row-434-national-livestock-health-disease-control-programme\pitch.md,runs\run_20260706_0046\artifacts\row-434-national-livestock-health-disease-control-programme\how_to_apply.md,runs\run_20260706_0046\artifacts\row-434-national-livestock-health-disease-control-programme\summary.md,
row-435,Silk & Khadi,Integrated Scheme for Development of Silk Industry (ISDSI),https://texmin.nic.in,completed,1,0,21.9,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-435-integrated-scheme-for-development-of-silk-industry-isdsi\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-435-integrated-scheme-for-development-of-silk-industry-isdsi\report.md,runs\run_20260706_0046\artifacts\row-435-integrated-scheme-for-development-of-silk-industry-isdsi\pitch.md,runs\run_20260706_0046\artifacts\row-435-integrated-scheme-for-development-of-silk-industry-isdsi\how_to_apply.md,runs\run_20260706_0046\artifacts\row-435-integrated-scheme-for-development-of-silk-industry-isdsi\summary.md,
row-422,Agriculture & AgriTech,National Mission on Oilseeds and Oil Palm (NMOOP),https://nmoop.gov.in,completed,1,0,199.7,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-422-national-mission-on-oilseeds-and-oil-palm-nmoop\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-422-national-mission-on-oilseeds-and-oil-palm-nmoop\report.md,runs\run_20260706_0046\artifacts\row-422-national-mission-on-oilseeds-and-oil-palm-nmoop\pitch.md,runs\run_20260706_0046\artifacts\row-422-national-mission-on-oilseeds-and-oil-palm-nmoop\how_to_apply.md,runs\run_20260706_0046\artifacts\row-422-national-mission-on-oilseeds-and-oil-palm-nmoop\summary.md,
row-437,Silk & Khadi,KVIC Prime Minister Employment Generation Programme (PMEGP),https://www.kviconline.gov.in,completed,1,0,19.5,The Prime Minister Employment Generation Programme (PMEGP) is a credit-linked subsidy scheme implemented by the Khadi and Village Industries Commission (KVIC) to generate employment opportunities through the establishment of micro-enterprises in the non-farm sector. It aims to support traditional artisans and unemployed youth by providing financial assistance for setting up new micro-enterprises. The scheme promotes self-employment and entrepreneurship across rural and urban areas of India.,subsidy,unemployed youth; traditional artisans; micro-entrepreneurs; individuals above 18 years,Pan-India,"Any individual above 18 years of age is eligible. For setting up of project costing above Rs. 10 lakh in the manufacturing sector and above Rs. 5 lakh in the business/service sector, the beneficiary should possess at least VIII standard pass educational qualification. There is no ceiling on income for assistance under the scheme. Existing units (under PMRY, REGP or any other scheme of Government of India or State Government) and units that have already availed government subsidy under any other scheme are not eligible.","Financial assistance in the form of margin money subsidy and bank credit. The subsidy rate is 25% in urban areas and 35% in rural areas for beneficiaries belonging to special categories (including SC/ST/OBC/Minorities/Women, ex-servicemen, physically handicapped, NER, Hill and Border areas etc.). For general category beneficiaries, the subsidy is 15% in urban areas and 25% in rural areas. The maximum cost of project is Rs. 50 lakh in the manufacturing sector and Rs. 20 lakh in the business/service sector.","The scheme provides margin money subsidy ranging from 15% to 35% of the project cost, with the balance being provided as term loan by banks. The maximum project cost allowed is Rs. 50 lakh for manufacturing sector and Rs. 20 lakh for business/service sector. The subsidy is disbursed through identified nodal banks which forward the margin money to KVIC/KVIB/DIC after sanction of the loan.",,,"1. The applicant submits the application form online through the PMEGP portal or offline to the concerned District Industries Centre (DIC) or KVIC/KVIB office. 2. The application is scrutinized by the Field Officer/Manager of the implementing agency. 3. Upon preliminary approval, the application is forwarded to the District Level Task Force Committee (DLTFC) for sanction. 4. After sanction by DLTFC, the application is sent to the nominated bank for sanction of term loan. 5. The bank sanctions the loan and disburses the amount. 6. The margin money subsidy is released by the implementing agency (KVIC/KVIB/DIC) to the bank after verification of utilization of loan amount.",https://kviconline.gov.in,Rolling basis — applications are accepted throughout the year.,Khadi and Village Industries Commission (KVIC),,medium,,runs\run_20260706_0046\artifacts\row-437-kvic-prime-minister-employment-generation-programme-pmegp\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-437-kvic-prime-minister-employment-generation-programme-pmegp\report.md,runs\run_20260706_0046\artifacts\row-437-kvic-prime-minister-employment-generation-programme-pmegp\pitch.md,runs\run_20260706_0046\artifacts\row-437-kvic-prime-minister-employment-generation-programme-pmegp\how_to_apply.md,runs\run_20260706_0046\artifacts\row-437-kvic-prime-minister-employment-generation-programme-pmegp\summary.md,
row-438,Silk & Khadi,Khadi Gramodyog Vikas Yojana (KGVY),https://www.kviconline.gov.in,completed,1,0,21.1,,other,,,,,,,,,,,,,low,,runs\run_20260706_0046\artifacts\row-438-khadi-gramodyog-vikas-yojana-kgvy\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-438-khadi-gramodyog-vikas-yojana-kgvy\report.md,runs\run_20260706_0046\artifacts\row-438-khadi-gramodyog-vikas-yojana-kgvy\pitch.md,runs\run_20260706_0046\artifacts\row-438-khadi-gramodyog-vikas-yojana-kgvy\how_to_apply.md,runs\run_20260706_0046\artifacts\row-438-khadi-gramodyog-vikas-yojana-kgvy\summary.md,
